BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,RequiredArea_mm2,TotalSamples
39,60,60,5,uniform_cone,per_orientation,Inf,5000
40,75,60,5,uniform_cone,per_orientation,Inf,5000
41,15,65,5,uniform_cone,per_orientation,Inf,5000
42,30,65,5,uniform_cone,per_orientation,Inf,5000
43,45,65,5,uniform_cone,per_orientation,Inf,5000
44,60,65,5,uniform_cone,per_orientation,Inf,5000
45,75,65,5,uniform_cone,per_orientation,Inf,5000
46,15,70,5,uniform_cone,per_orientation,148035437.460512,5000
47,30,70,5,uniform_cone,per_orientation,1186.50564814241,5000
48,45,70,5,uniform_cone,per_orientation,397.817101814055,5000
49,60,70,5,uniform_cone,per_orientation,359.826166723939,5000
50,75,70,5,uniform_cone,per_orientation,418.670890722042,5000
51,15,75,5,uniform_cone,per_orientation,148035437.460512,5000
52,30,75,5,uniform_cone,per_orientation,1186.50564814241,5000
53,45,75,5,uniform_cone,per_orientation,397.817101814055,5000
54,60,75,5,uniform_cone,per_orientation,359.826166723939,5000
55,75,75,5,uniform_cone,per_orientation,418.670890722042,5000
56,15,85,5,uniform_cone,per_orientation,148035437.460512,5000
57,30,85,5,uniform_cone,per_orientation,1186.50564814241,5000
58,45,85,5,uniform_cone,per_orientation,397.817101814055,5000
59,60,85,5,uniform_cone,per_orientation,359.826166723939,5000
60,75,85,5,uniform_cone,per_orientation,418.670890722042,5000
61,15,45,9,uniform_cone,per_orientation,Inf,9000
62,30,45,9,uniform_cone,per_orientation,Inf,9000
63,45,45,9,uniform_cone,per_orientation,Inf,9000
64,60,45,9,uniform_cone,per_orientation,Inf,9000
65,75,45,9,uniform_cone,per_orientation,Inf,9000
66,15,60,9,uniform_cone,per_orientation,Inf,9000
67,30,60,9,uniform_cone,per_orientation,Inf,9000
68,45,60,9,uniform_cone,per_orientation,Inf,9000
69,60,60,9,uniform_cone,per_orientation,Inf,9000
70,75,60,9,uniform_cone,per_orientation,Inf,9000
71,15,65,9,uniform_cone,per_orientation,443310123.925552,9000
72,30,65,9,uniform_cone,per_orientation,1191.89164919522,9000
73,45,65,9,uniform_cone,per_orientation,296.515360756061,9000
74,60,65,9,uniform_cone,per_orientation,268.198589625967,9000
75,75,65,9,uniform_cone,per_orientation,315.802422934077,9000
76,15,70,9,uniform_cone,per_orientation,110339100.413535,9000
77,30,70,9,uniform_cone,per_orientation,884.369094977969,9000
78,45,70,9,uniform_cone,per_orientation,296.515360756061,9000
79,60,70,9,uniform_cone,per_orientation,268.198589625966,9000
80,75,70,9,uniform_cone,per_orientation,312.058857284957,9000
81,15,75,9,uniform_cone,per_orientation,110339100.413535,9000
82,30,75,9,uniform_cone,per_orientation,884.369094977969,9000
83,45,75,9,uniform_cone,per_orientation,296.515360756061,9000
84,60,75,9,uniform_cone,per_orientation,268.198589625966,9000
85,75,75,9,uniform_cone,per_orientation,312.058857284957,9000
86,15,85,9,uniform_cone,per_orientation,110339100.413535,9000
87,30,85,9,uniform_cone,per_orientation,884.369094977969,9000
88,45,85,9,uniform_cone,per_orientation,296.515360756061,9000
89,60,85,9,uniform_cone,per_orientation,268.198589625966,9000
90,75,85,9,uniform_cone,per_orientation,312.058857284957,9000
91,15,45,15,uniform_cone,per_orientation,Inf,15000
92,30,45,15,uniform_cone,per_orientation,Inf,15000
93,45,45,15,uniform_cone,per_orientation,Inf,15000
94,60,45,15,uniform_cone,per_orientation,Inf,15000
95,75,45,15,uniform_cone,per_orientation,Inf,15000
96,15,60,15,uniform_cone,per_orientation,Inf,15000
97,30,60,15,uniform_cone,per_orientation,Inf,15000
98,45,60,15,uniform_cone,per_orientation,Inf,15000
99,60,60,15,uniform_cone,per_orientation,Inf,15000
100,75,60,15,uniform_cone,per_orientation,Inf,15000
101,15,65,15,uniform_cone,per_orientation,252387108.953851,15000
102,30,65,15,uniform_cone,per_orientation,728.759351466226,15000
103,45,65,15,uniform_cone,per_orientation,229.679810820582,15000
104,60,65,15,uniform_cone,per_orientation,207.937220963647,15000
105,75,65,15,uniform_cone,per_orientation,244.619504943127,15000
106,15,70,15,uniform_cone,per_orientation,85468299.6674324,15000
107,30,70,15,uniform_cone,per_orientation,685.029355350033,15000
108,45,70,15,uniform_cone,per_orientation,229.679810820582,15000
109,60,70,15,uniform_cone,per_orientation,207.745734219537,15000
110,75,70,15,uniform_cone,per_orientation,241.719751460231,15000
111,15,75,15,uniform_cone,per_orientation,85468299.6674324,15000
112,30,75,15,uniform_cone,per_orientation,685.029355350033,15000
113,45,75,15,uniform_cone,per_orientation,229.679810820582,15000
114,60,75,15,uniform_cone,per_orientation,207.745734219537,15000
115,75,75,15,uniform_cone,per_orientation,241.719751460231,15000
116,15,85,15,uniform_cone,per_orientation,85468299.6674324,15000
117,30,85,15,uniform_cone,per_orientation,685.029355350033,15000
118,45,85,15,uniform_cone,per_orientation,229.679810820582,15000
119,60,85,15,uniform_cone,per_orientation,207.745734219537,15000
120,75,85,15,uniform_cone,per_orientation,241.719751460231,15000
121,15,45,25,uniform_cone,per_orientation,Inf,25000
122,30,45,25,uniform_cone,per_orientation,Inf,25000
123,45,45,25,uniform_cone,per_orientation,Inf,25000
124,60,45,25,uniform_cone,per_orientation,Inf,25000
125,75,45,25,uniform_cone,per_orientation,Inf,25000
126,15,60,25,uniform_cone,per_orientation,Inf,25000
127,30,60,25,uniform_cone,per_orientation,Inf,25000
128,45,60,25,uniform_cone,per_orientation,Inf,25000
129,60,60,25,uniform_cone,per_orientation,Inf,25000
130,75,60,25,uniform_cone,per_orientation,Inf,25000
131,15,65,25,uniform_cone,per_orientation,203473321.909021,25000
132,30,65,25,uniform_cone,per_orientation,580.339546301537,25000
133,45,65,25,uniform_cone,per_orientation,177.909216453636,25000
134,60,65,25,uniform_cone,per_orientation,160.91915377558,25000
135,75,65,25,uniform_cone,per_orientation,189.481453760447,25000
136,15,70,25,uniform_cone,per_orientation,66203460.2481274,25000
137,30,70,25,uniform_cone,per_orientation,530.621456986786,25000
138,45,70,25,uniform_cone,per_orientation,177.909216453636,25000
139,60,70,25,uniform_cone,per_orientation,160.91915377558,25000
140,75,70,25,uniform_cone,per_orientation,187.235314370974,25000
141,15,75,25,uniform_cone,per_orientation,66203460.2481274,25000
142,30,75,25,uniform_cone,per_orientation,530.621456986786,25000
143,45,75,25,uniform_cone,per_orientation,177.909216453636,25000
144,60,75,25,uniform_cone,per_orientation,160.91915377558,25000
145,75,75,25,uniform_cone,per_orientation,187.235314370974,25000
146,15,85,25,uniform_cone,per_orientation,66203460.2481274,25000
147,30,85,25,uniform_cone,per_orientation,530.621456986786,25000
148,45,85,25,uniform_cone,per_orientation,177.909216453636,25000
149,60,85,25,uniform_cone,per_orientation,160.91915377558,25000
150,75,85,25,uniform_cone,per_orientation,187.235314370974,25000
151,15,45,49,uniform_cone,per_orientation,Inf,49000
152,30,45,49,uniform_cone,per_orientation,Inf,49000
153,45,45,49,uniform_cone,per_orientation,Inf,49000
154,60,45,49,uniform_cone,per_orientation,Inf,49000
155,75,45,49,uniform_cone,per_orientation,Inf,49000
156,15,60,49,uniform_cone,per_orientation,Inf,49000
157,30,60,49,uniform_cone,per_orientation,Inf,49000
158,45,60,49,uniform_cone,per_orientation,Inf,49000
159,60,60,49,uniform_cone,per_orientation,Inf,49000
160,75,60,49,uniform_cone,per_orientation,Inf,49000
161,15,65,49,uniform_cone,per_orientation,144619276.101201,49000
162,30,65,49,uniform_cone,per_orientation,413.350634850172,49000
163,45,65,49,uniform_cone,per_orientation,127.078011752598,49000
164,60,65,49,uniform_cone,per_orientation,114.942252696843,49000
165,75,65,49,uniform_cone,per_orientation,135.343895543176,49000
166,15,70,49,uniform_cone,per_orientation,47288185.8915212,49000
167,30,70,49,uniform_cone,per_orientation,379.01532641913,49000
168,45,70,49,uniform_cone,per_orientation,127.078011752598,49000
169,60,70,49,uniform_cone,per_orientation,114.942252696843,49000
170,75,70,49,uniform_cone,per_orientation,133.739510264981,49000
171,15,75,49,uniform_cone,per_orientation,47288185.8915212,49000
172,30,75,49,uniform_cone,per_orientation,379.01532641913,49000
173,45,75,49,uniform_cone,per_orientation,127.078011752598,49000
174,60,75,49,uniform_cone,per_orientation,114.942252696843,49000
175,75,75,49,uniform_cone,per_orientation,133.739510264981,49000
176,15,85,49,uniform_cone,per_orientation,47288185.8915212,49000
177,30,85,49,uniform_cone,per_orientation,379.01532641913,49000
178,45,85,49,uniform_cone,per_orientation,127.078011752598,49000
179,60,85,49,uniform_cone,per_orientation,114.942252696843,49000
180,75,85,49,uniform_cone,per_orientation,133.739510264981,49000
181,15,45,81,uniform_cone,per_orientation,Inf,81000
182,30,45,81,uniform_cone,per_orientation,Inf,81000
183,45,45,81,uniform_cone,per_orientation,Inf,81000
184,60,45,81,uniform_cone,per_orientation,Inf,81000
185,75,45,81,uniform_cone,per_orientation,Inf,81000
186,15,60,81,uniform_cone,per_orientation,Inf,81000
187,30,60,81,uniform_cone,per_orientation,Inf,81000
188,45,60,81,uniform_cone,per_orientation,Inf,81000
189,60,60,81,uniform_cone,per_orientation,Inf,81000
190,75,60,81,uniform_cone,per_orientation,Inf,81000
191,15,65,81,uniform_cone,per_orientation,112883341.402296,81000
192,30,65,81,uniform_cone,per_orientation,322.147583279272,81000
193,45,65,81,uniform_cone,per_orientation,98.8384535853537,81000
194,60,65,81,uniform_cone,per_orientation,89.3995298753222,81000
195,75,65,81,uniform_cone,per_orientation,105.267474311359,81000
196,15,70,81,uniform_cone,per_orientation,36779700.1378485,81000
197,30,70,81,uniform_cone,per_orientation,294.789698325992,81000
198,45,70,81,uniform_cone,per_orientation,98.8384535853537,81000
199,60,70,81,uniform_cone,per_orientation,89.3995298753222,81000
200,75,70,81,uniform_cone,per_orientation,104.019619094986,81000
201,15,75,81,uniform_cone,per_orientation,36779700.1378485,81000
202,30,75,81,uniform_cone,per_orientation,294.789698325992,81000
203,45,75,81,uniform_cone,per_orientation,98.8384535853537,81000
204,60,75,81,uniform_cone,per_orientation,89.3995298753222,81000
205,75,75,81,uniform_cone,per_orientation,104.019619094986,81000
206,15,85,81,uniform_cone,per_orientation,36779700.1378485,81000
207,30,85,81,uniform_cone,per_orientation,294.789698325992,81000
208,45,85,81,uniform_cone,per_orientation,98.8384535853537,81000
209,60,85,81,uniform_cone,per_orientation,89.3995298753222,81000
210,75,85,81,uniform_cone,per_orientation,104.019619094986,81000
211,15,45,121,uniform_cone,per_orientation,Inf,121000
212,30,45,121,uniform_cone,per_orientation,Inf,121000
213,45,45,121,uniform_cone,per_orientation,Inf,121000
214,60,45,121,uniform_cone,per_orientation,Inf,121000
215,75,45,121,uniform_cone,per_orientation,Inf,121000
216,15,60,121,uniform_cone,per_orientation,Inf,121000
217,30,60,121,uniform_cone,per_orientation,Inf,121000
218,45,60,121,uniform_cone,per_orientation,Inf,121000
219,60,60,121,uniform_cone,per_orientation,Inf,121000
220,75,60,121,uniform_cone,per_orientation,Inf,121000
221,15,65,121,uniform_cone,per_orientation,91507638.2599916,121000
222,30,65,121,uniform_cone,per_orientation,261.749221596064,121000
223,45,65,121,uniform_cone,per_orientation,80.8678256607439,121000
224,60,65,121,uniform_cone,per_orientation,73.1450698979909,121000
225,75,65,121,uniform_cone,per_orientation,86.1279335274758,121000
226,15,70,121,uniform_cone,per_orientation,30092481.9309689,121000
227,30,70,121,uniform_cone,per_orientation,241.19157135763,121000
228,45,70,121,uniform_cone,per_orientation,80.8678256607439,121000
229,60,70,121,uniform_cone,per_orientation,73.1450698979909,121000
230,75,70,121,uniform_cone,per_orientation,85.1069610777155,121000
231,15,75,121,uniform_cone,per_orientation,30092481.9309689,121000
232,30,75,121,uniform_cone,per_orientation,241.19157135763,121000
233,45,75,121,uniform_cone,per_orientation,80.8678256607439,121000
234,60,75,121,uniform_cone,per_orientation,73.1450698979909,121000
235,75,75,121,uniform_cone,per_orientation,85.1069610777155,121000
236,15,85,121,uniform_cone,per_orientation,30092481.9309689,121000
237,30,85,121,uniform_cone,per_orientation,241.19157135763,121000
238,45,85,121,uniform_cone,per_orientation,80.8678256607439,121000
239,60,85,121,uniform_cone,per_orientation,73.1450698979909,121000
240,75,85,121,uniform_cone,per_orientation,85.1069610777155,121000
241,15,45,3,golden_prefix,per_orientation,Inf,3000
242,30,45,3,golden_prefix,per_orientation,Inf,3000
243,45,45,3,golden_prefix,per_orientation,Inf,3000
244,60,45,3,golden_prefix,per_orientation,Inf,3000
245,75,45,3,golden_prefix,per_orientation,Inf,3000
246,15,60,3,golden_prefix,per_orientation,Inf,3000
247,30,60,3,golden_prefix,per_orientation,Inf,3000
248,45,60,3,golden_prefix,per_orientation,Inf,3000
249,60,60,3,golden_prefix,per_orientation,Inf,3000
250,75,60,3,golden_prefix,per_orientation,Inf,3000
251,15,65,3,golden_prefix,per_orientation,Inf,3000
252,30,65,3,golden_prefix,per_orientation,Inf,3000
253,45,65,3,golden_prefix,per_orientation,Inf,3000
254,60,65,3,golden_prefix,per_orientation,Inf,3000
255,75,65,3,golden_prefix,per_orientation,Inf,3000
256,15,70,3,golden_prefix,per_orientation,208805498.935427,3000
257,30,70,3,golden_prefix,per_orientation,1746.01321586962,3000
258,45,70,3,golden_prefix,per_orientation,549.589038431188,3000
259,60,70,3,golden_prefix,per_orientation,507.288187679645,3000
260,75,70,3,golden_prefix,per_orientation,590.353467593317,3000
261,15,75,3,golden_prefix,per_orientation,208805498.935427,3000
262,30,75,3,golden_prefix,per_orientation,1746.01321586962,3000
263,45,75,3,golden_prefix,per_orientation,549.589038431188,3000
264,60,75,3,golden_prefix,per_orientation,507.288187679645,3000
265,75,75,3,golden_prefix,per_orientation,590.353467593317,3000
266,15,85,3,golden_prefix,per_orientation,208805498.935427,3000
267,30,85,3,golden_prefix,per_orientation,1746.01321586962,3000
268,45,85,3,golden_prefix,per_orientation,549.589038431188,3000
269,60,85,3,golden_prefix,per_orientation,507.288187679645,3000
270,75,85,3,golden_prefix,per_orientation,590.353467593317,3000
271,15,45,5,golden_prefix,per_orientation,Inf,5000
272,30,45,5,golden_prefix,per_orientation,Inf,5000
273,45,45,5,golden_prefix,per_orientation,Inf,5000
274,60,45,5,golden_prefix,per_orientation,Inf,5000
275,75,45,5,golden_prefix,per_orientation,Inf,5000
276,15,60,5,golden_prefix,per_orientation,Inf,5000
277,30,60,5,golden_prefix,per_orientation,Inf,5000
278,45,60,5,golden_prefix,per_orientation,Inf,5000
279,60,60,5,golden_prefix,per_orientation,Inf,5000
280,75,60,5,golden_prefix,per_orientation,Inf,5000
281,15,65,5,golden_prefix,per_orientation,Inf,5000
282,30,65,5,golden_prefix,per_orientation,Inf,5000
283,45,65,5,golden_prefix,per_orientation,Inf,5000
284,60,65,5,golden_prefix,per_orientation,Inf,5000
285,75,65,5,golden_prefix,per_orientation,Inf,5000
286,15,70,5,golden_prefix,per_orientation,150306508.245768,5000
287,30,70,5,golden_prefix,per_orientation,1205.34130733707,5000
288,45,70,5,golden_prefix,per_orientation,399.874307900849,5000
289,60,70,5,golden_prefix,per_orientation,365.188526609022,5000
290,75,70,5,golden_prefix,per_orientation,426.552207961136,5000
291,15,75,5,golden_prefix,per_orientation,150306508.245768,5000
292,30,75,5,golden_prefix,per_orientation,1205.34130733707,5000
293,45,75,5,golden_prefix,per_orientation,399.874307900849,5000
294,60,75,5,golden_prefix,per_orientation,365.188526609022,5000
295,75,75,5,golden_prefix,per_orientation,426.552207961136,5000
296,15,85,5,golden_prefix,per_orientation,150306508.245768,5000
297,30,85,5,golden_prefix,per_orientation,1205.34130733707,5000
298,45,85,5,golden_prefix,per_orientation,399.874307900849,5000
299,60,85,5,golden_prefix,per_orientation,365.188526609022,5000
300,75,85,5,golden_prefix,per_orientation,426.552207961136,5000
301,15,45,9,golden_prefix,per_orientation,Inf,9000
302,30,45,9,golden_prefix,per_orientation,Inf,9000
303,45,45,9,golden_prefix,per_orientation,Inf,9000
304,60,45,9,golden_prefix,per_orientation,Inf,9000
305,75,45,9,golden_prefix,per_orientation,Inf,9000
306,15,60,9,golden_prefix,per_orientation,Inf,9000
307,30,60,9,golden_prefix,per_orientation,Inf,9000
308,45,60,9,golden_prefix,per_orientation,Inf,9000
309,60,60,9,golden_prefix,per_orientation,Inf,9000
310,75,60,9,golden_prefix,per_orientation,Inf,9000
311,15,65,9,golden_prefix,per_orientation,391760740.805295,9000
312,30,65,9,golden_prefix,per_orientation,1092.23735443629,9000
313,45,65,9,golden_prefix,per_orientation,296.842583799925,9000
314,60,65,9,golden_prefix,per_orientation,275.024294970579,9000
315,75,65,9,golden_prefix,per_orientation,317.943777139663,9000
316,15,70,9,golden_prefix,per_orientation,111242097.950866,9000
317,30,70,9,golden_prefix,per_orientation,891.100172942493,9000
318,45,70,9,golden_prefix,per_orientation,296.842583799925,9000
319,60,70,9,golden_prefix,per_orientation,270.165442361344,9000
320,75,70,9,golden_prefix,per_orientation,314.611984688427,9000
321,15,75,9,golden_prefix,per_orientation,111242097.950866,9000
322,30,75,9,golden_prefix,per_orientation,891.100172942493,9000
323,45,75,9,golden_prefix,per_orientation,296.842583799925,9000
324,60,75,9,golden_prefix,per_orientation,270.165442361344,9000
325,75,75,9,golden_prefix,per_orientation,314.611984688427,9000
326,15,85,9,golden_prefix,per_orientation,111242097.950866,9000
327,30,85,9,golden_prefix,per_orientation,891.100172942493,9000
328,45,85,9,golden_prefix,per_orientation,296.842583799925,9000
329,60,85,9,golden_prefix,per_orientation,270.165442361344,9000
330,75,85,9,golden_prefix,per_orientation,314.611984688427,9000
331,15,45,15,golden_prefix,per_orientation,Inf,15000
332,30,45,15,golden_prefix,per_orientation,Inf,15000
333,45,45,15,golden_prefix,per_orientation,Inf,15000
334,60,45,15,golden_prefix,per_orientation,Inf,15000
335,75,45,15,golden_prefix,per_orientation,Inf,15000
336,15,60,15,golden_prefix,per_orientation,Inf,15000
337,30,60,15,golden_prefix,per_orientation,Inf,15000
338,45,60,15,golden_prefix,per_orientation,Inf,15000
339,60,60,15,golden_prefix,per_orientation,Inf,15000
340,75,60,15,golden_prefix,per_orientation,Inf,15000
341,15,65,15,golden_prefix,per_orientation,300015033.286311,15000
342,30,65,15,golden_prefix,per_orientation,831.450012767659,15000
343,45,65,15,golden_prefix,per_orientation,227.819536590784,15000
344,60,65,15,golden_prefix,per_orientation,209.211413193639,15000
345,75,65,15,golden_prefix,per_orientation,245.342284045643,15000
346,15,70,15,golden_prefix,per_orientation,86030807.3465856,15000
347,30,70,15,golden_prefix,per_orientation,700.995244134954,15000
348,45,70,15,golden_prefix,per_orientation,227.819536590784,15000
349,60,70,15,golden_prefix,per_orientation,209.014761304138,15000
350,75,70,15,golden_prefix,per_orientation,243.38122009022,15000
351,15,75,15,golden_prefix,per_orientation,86030807.3465856,15000
352,30,75,15,golden_prefix,per_orientation,700.995244134954,15000
353,45,75,15,golden_prefix,per_orientation,227.819536590784,15000
354,60,75,15,golden_prefix,per_orientation,209.014761304138,15000
355,75,75,15,golden_prefix,per_orientation,243.38122009022,15000
356,15,85,15,golden_prefix,per_orientation,86030807.3465856,15000
357,30,85,15,golden_prefix,per_orientation,700.995244134954,15000
358,45,85,15,golden_prefix,per_orientation,227.819536590784,15000
359,60,85,15,golden_prefix,per_orientation,209.014761304138,15000
360,75,85,15,golden_prefix,per_orientation,243.38122009022,15000
361,15,45,25,golden_prefix,per_orientation,Inf,25000
362,30,45,25,golden_prefix,per_orientation,Inf,25000
363,45,45,25,golden_prefix,per_orientation,Inf,25000
364,60,45,25,golden_prefix,per_orientation,Inf,25000
365,75,45,25,golden_prefix,per_orientation,Inf,25000
366,15,60,25,golden_prefix,per_orientation,Inf,25000
367,30,60,25,golden_prefix,per_orientation,Inf,25000
368,45,60,25,golden_prefix,per_orientation,Inf,25000
369,60,60,25,golden_prefix,per_orientation,Inf,25000
370,75,60,25,golden_prefix,per_orientation,Inf,25000
371,15,65,25,golden_prefix,per_orientation,208565280.027929,25000
372,30,65,25,golden_prefix,per_orientation,591.386466658739,25000
373,45,65,25,golden_prefix,per_orientation,177.550695504094,25000
374,60,65,25,golden_prefix,per_orientation,161.11692564868,25000
375,75,65,25,golden_prefix,per_orientation,189.497947959298,25000
376,15,70,25,golden_prefix,per_orientation,66276362.0219582,25000
377,30,70,25,golden_prefix,per_orientation,532.404322117448,25000
378,45,70,25,golden_prefix,per_orientation,177.550695504094,25000
379,60,70,25,golden_prefix,per_orientation,161.037958656627,25000
380,75,70,25,golden_prefix,per_orientation,187.4794793028,25000
381,15,75,25,golden_prefix,per_orientation,66276362.0219582,25000
382,30,75,25,golden_prefix,per_orientation,532.404322117448,25000
383,45,75,25,golden_prefix,per_orientation,177.550695504094,25000
384,60,75,25,golden_prefix,per_orientation,161.037958656627,25000
385,75,75,25,golden_prefix,per_orientation,187.4794793028,25000
386,15,85,25,golden_prefix,per_orientation,66276362.0219582,25000
387,30,85,25,golden_prefix,per_orientation,532.404322117448,25000
388,45,85,25,golden_prefix,per_orientation,177.550695504094,25000
389,60,85,25,golden_prefix,per_orientation,161.037958656627,25000
390,75,85,25,golden_prefix,per_orientation,187.4794793028,25000
391,15,45,49,golden_prefix,per_orientation,Inf,49000
392,30,45,49,golden_prefix,per_orientation,Inf,49000
393,45,45,49,golden_prefix,per_orientation,Inf,49000
394,60,45,49,golden_prefix,per_orientation,Inf,49000
395,75,45,49,golden_prefix,per_orientation,Inf,49000
396,15,60,49,golden_prefix,per_orientation,Inf,49000
397,30,60,49,golden_prefix,per_orientation,Inf,49000
398,45,60,49,golden_prefix,per_orientation,Inf,49000
399,60,60,49,golden_prefix,per_orientation,Inf,49000
400,75,60,49,golden_prefix,per_orientation,Inf,49000
401,15,65,49,golden_prefix,per_orientation,146466325.443945,49000
402,30,65,49,golden_prefix,per_orientation,417.509733405096,49000
403,45,65,49,golden_prefix,per_orientation,126.592223596116,49000
404,60,65,49,golden_prefix,per_orientation,115.016333511543,49000
405,75,65,49,golden_prefix,per_orientation,135.275217775585,49000
406,15,70,49,golden_prefix,per_orientation,47316039.4816306,49000
407,30,70,49,golden_prefix,per_orientation,381.375078007386,49000
408,45,70,49,golden_prefix,per_orientation,126.592223596116,49000
409,60,70,49,golden_prefix,per_orientation,114.993406866824,49000
410,75,70,49,golden_prefix,per_orientation,133.819405129956,49000
411,15,75,49,golden_prefix,per_orientation,47316039.4816306,49000
412,30,75,49,golden_prefix,per_orientation,381.375078007386,49000
413,45,75,49,golden_prefix,per_orientation,126.592223596116,49000
414,60,75,49,golden_prefix,per_orientation,114.993406866824,49000
415,75,75,49,golden_prefix,per_orientation,133.819405129956,49000
416,15,85,49,golden_prefix,per_orientation,47316039.4816306,49000
417,30,85,49,golden_prefix,per_orientation,381.375078007386,49000
418,45,85,49,golden_prefix,per_orientation,126.592223596116,49000
419,60,85,49,golden_prefix,per_orientation,114.993406866824,49000
420,75,85,49,golden_prefix,per_orientation,133.819405129956,49000
421,15,45,81,golden_prefix,per_orientation,Inf,81000
422,30,45,81,golden_prefix,per_orientation,Inf,81000
423,45,45,81,golden_prefix,per_orientation,Inf,81000
424,60,45,81,golden_prefix,per_orientation,Inf,81000
425,75,45,81,golden_prefix,per_orientation,Inf,81000
426,15,60,81,golden_prefix,per_orientation,Inf,81000
427,30,60,81,golden_prefix,per_orientation,Inf,81000
428,45,60,81,golden_prefix,per_orientation,Inf,81000
429,60,60,81,golden_prefix,per_orientation,Inf,81000
430,75,60,81,golden_prefix,per_orientation,Inf,81000
431,15,65,81,golden_prefix,per_orientation,111864218.593417,81000
432,30,65,81,golden_prefix,per_orientation,320.24249759305,81000
433,45,65,81,golden_prefix,per_orientation,98.7838295382282,81000
434,60,65,81,golden_prefix,per_orientation,89.4027884753568,81000
435,75,65,81,golden_prefix,per_orientation,105.255105052963,81000
436,15,70,81,golden_prefix,per_orientation,36780666.4207403,81000
437,30,70,81,golden_prefix,per_orientation,294.74694311062,81000
438,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000
439,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000
440,75,70,81,golden_prefix,per_orientation,104.033643084662,81000
441,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000
442,30,75,81,golden_prefix,per_orientation,294.74694311062,81000
443,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000
444,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000
445,75,75,81,golden_prefix,per_orientation,104.033643084662,81000
446,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000
447,30,85,81,golden_prefix,per_orientation,294.74694311062,81000
448,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000
449,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000
450,75,85,81,golden_prefix,per_orientation,104.033643084662,81000
451,15,45,121,golden_prefix,per_orientation,Inf,121000
452,30,45,121,golden_prefix,per_orientation,Inf,121000
453,45,45,121,golden_prefix,per_orientation,Inf,121000
454,60,45,121,golden_prefix,per_orientation,Inf,121000
455,75,45,121,golden_prefix,per_orientation,Inf,121000
456,15,60,121,golden_prefix,per_orientation,Inf,121000
457,30,60,121,golden_prefix,per_orientation,Inf,121000
458,45,60,121,golden_prefix,per_orientation,Inf,121000
459,60,60,121,golden_prefix,per_orientation,Inf,121000
460,75,60,121,golden_prefix,per_orientation,Inf,121000
461,15,65,121,golden_prefix,per_orientation,91860812.01237,121000
462,30,65,121,golden_prefix,per_orientation,262.610166748386,121000
463,45,65,121,golden_prefix,per_orientation,80.7215998858578,121000
